rowIndex,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,ClaimAmount
35692,0.814,284,3,0,0,32,1,43,0,57,5,7,2,1,5,2,19,1,4246.840785
35703,0.916,76,6,0,1,32,0,25,0,76,5,3,4,3,3,1,11,2,802.88
35734,0.743,477,0,1,0,44,2,58,0,50,0,11,2,1,6,4,7,0,2186.4
35747,0.916,633,8,0,0,39,0,78,0,50,5,7,1,3,5,4,1,1,1134.63
35751,0.25,344,2,1,0,0,2,47,0,86,6,18,4,3,5,3,16,0,2520.319033
35761,1.0,122,7,0,0,32,1,28,0,68,5,6,4,3,4,4,17,1,323.4407855
35771,0.271,536,2,1,0,39,0,65,0,50,7,8,4,3,5,4,20,1,616.2471299
35773,0.583,157,2,1,0,32,2,31,0,51,7,8,2,1,6,2,17,1,400.1329305
35792,0.696,249,5,1,0,0,2,39,0,102,7,12,4,3,7,5,18,1,6484.474622
35813,0.666,618,5,0,1,39,0,73,0,50,5,4,4,3,4,2,15,1,2312.13
35820,0.75,106,1,0,1,20,0,27,0,95,5,9,4,3,6,2,16,1,1204.0
35872,0.249,63,2,0,1,32,0,26,0,90,1,9,4,3,7,2,16,1,1150.0
35900,0.916,177,3,0,1,32,2,36,0,100,5,7,2,1,5,2,16,1,305.4489426
35914,0.583,84,8,0,0,10,1,33,0,90,5,0,1,3,0,1,15,1,1326.0
35919,0.916,291,0,1,0,34,1,46,0,50,6,17,4,3,7,3,19,0,285.5836858
35961,0.5,530,5,0,0,39,0,66,1,50,5,9,2,1,6,5,17,1,1017.746828
35965,0.083,230,5,0,0,34,0,37,0,57,3,9,2,1,3,5,10,1,663.0
35984,1.0,136,8,1,0,34,0,30,1,54,5,3,1,3,3,2,20,1,602.0
35994,0.249,63,4,0,1,32,1,24,1,76,5,5,4,3,3,4,17,2,1300.0
36013,0.916,256,3,1,0,32,0,42,0,55,6,16,5,3,9,4,11,0,380.48
36043,0.916,355,6,1,0,29,2,54,0,55,0,9,4,1,0,0,10,1,4958.57
36047,0.583,224,3,0,1,32,1,36,0,68,5,3,4,3,4,2,14,1,4326.52568
36057,1.0,454,0,1,0,32,2,56,0,50,6,15,2,1,8,5,17,2,1326.0
36104,1.0,366,2,0,0,39,0,74,0,58,5,7,4,3,6,2,12,1,681.13
36143,0.922,141,6,0,0,32,1,40,0,95,5,10,4,3,5,5,8,1,2652.0
36157,0.767,407,0,1,0,32,0,55,0,50,7,10,2,1,3,0,18,1,500.6845921
36167,0.583,177,6,1,1,32,1,33,0,50,5,4,4,3,3,2,13,1,412.35
36199,0.833,27,4,0,1,10,1,22,0,90,5,5,4,3,3,2,16,1,7008.877341
36249,1.0,633,2,1,0,39,0,81,0,50,5,9,4,3,6,4,16,2,874.64
36263,0.749,451,0,0,0,32,2,58,0,58,2,15,4,3,9,5,1,0,310.6450151
36305,0.728,104,1,1,1,32,3,28,0,100,5,12,2,1,7,4,17,1,1326.0
36343,0.916,239,1,1,0,32,2,47,0,77,5,17,2,1,8,3,5,2,1869.502115
36355,0.532,247,5,1,1,34,1,41,1,50,5,6,4,3,6,2,19,1,2222.15
36372,0.916,146,1,1,1,29,2,30,0,71,8,7,2,1,2,4,17,1,1097.490634
36455,0.5,172,4,1,1,32,1,32,0,80,5,7,4,3,7,4,11,1,1204.0
36467,0.73,283,3,1,1,32,0,42,0,54,5,8,4,3,6,4,11,1,896.73
36472,0.665,512,7,1,0,32,1,61,0,55,5,16,4,3,9,5,18,0,4964.405438
36507,0.897,426,7,1,1,39,0,70,0,50,5,9,4,3,7,5,17,1,1204.0
36529,0.749,362,2,1,0,32,1,48,0,71,5,11,2,1,5,2,12,0,73.38
36571,0.214,480,2,0,1,34,2,58,0,50,5,3,4,3,4,2,15,1,298.497281
36602,0.617,135,7,1,0,34,1,30,0,100,5,10,4,1,5,5,9,1,4893.63
36611,0.804,165,2,0,1,32,0,36,0,90,5,6,4,3,4,2,18,1,94.69577039
36701,0.151,49,1,1,1,32,1,25,1,112,5,6,2,1,4,2,19,0,7057.76284
36702,0.749,31,3,0,1,10,1,22,0,90,5,5,4,3,4,1,7,1,165.0253776
36715,0.749,190,3,0,1,34,1,34,0,64,5,4,4,3,4,1,20,0,2850.181269
36720,0.692,561,5,1,0,39,0,74,0,68,5,11,4,3,5,2,17,1,772.37
36725,0.217,44,0,0,1,10,1,24,0,100,1,9,4,3,6,2,8,1,470.8277946
36756,0.057,366,3,1,0,30,2,55,0,50,6,11,4,3,4,3,17,1,483.02
36769,0.5,698,0,1,0,39,0,76,0,50,5,10,4,3,8,4,16,1,5360.143505
36789,0.935,471,3,1,0,30,2,57,0,50,5,5,4,3,4,2,16,1,98.25407855
36792,0.916,96,1,1,0,34,0,34,0,76,5,10,4,3,8,4,8,1,816.3018127
36795,0.428,616,3,1,0,39,0,69,0,50,2,9,4,3,7,4,4,1,5432.45
36804,0.499,411,2,0,0,32,1,55,0,50,5,6,4,3,4,1,8,1,910.0
36819,0.818,127,1,1,0,32,1,29,0,76,5,4,4,3,3,2,17,1,1297.24
36826,0.132,470,6,1,0,32,1,57,0,50,4,13,5,1,5,3,20,0,9041.0
36928,0.588,54,2,1,0,32,1,23,0,100,5,6,2,1,4,2,20,1,2086.099396
36950,0.628,311,2,1,0,0,2,44,0,57,5,11,4,3,6,0,18,2,1418.610272
36956,0.561,392,2,1,0,32,1,50,0,50,5,13,4,3,8,5,17,1,1875.78
36958,0.749,207,7,1,0,29,0,51,0,60,5,12,4,1,5,5,20,1,868.2389728
36961,0.173,287,2,1,0,25,1,51,0,50,4,14,2,1,5,3,3,1,4326.52568
36999,0.478,451,0,1,0,32,2,56,0,62,5,12,2,1,8,4,18,0,268.47
37004,0.833,99,1,0,0,32,2,31,0,65,5,8,4,3,6,2,16,0,78.0
37021,0.25,212,4,0,0,44,1,35,1,50,5,8,4,3,6,2,20,1,1278.8
37032,0.25,172,6,1,1,32,2,32,0,76,5,5,4,3,3,2,15,1,75.74
37034,0.157,90,8,1,1,32,0,27,1,68,5,8,4,1,4,5,19,1,298.4
37051,0.805,301,0,0,0,0,2,45,0,59,6,12,4,3,5,5,16,1,2703.68
37087,0.833,266,2,1,0,32,0,45,0,50,2,19,4,3,9,5,13,2,504.8202417
37119,1.0,228,1,1,0,32,2,37,0,50,4,14,2,1,5,3,16,2,562.8960725
37150,0.416,241,1,1,0,0,1,41,0,68,6,15,4,3,5,3,16,0,136.7592145
37201,0.127,337,4,1,0,32,1,46,0,51,7,14,2,1,8,5,9,1,102.5900302
37274,0.75,407,0,1,0,32,2,52,0,50,4,13,2,1,5,3,19,0,120.6761329
37292,0.669,46,6,0,1,34,1,24,0,90,5,4,4,3,3,1,15,1,387.21
37302,0.958,579,4,1,0,39,0,66,0,50,7,11,4,3,8,5,15,1,3358.571601
37304,1.0,355,8,1,0,32,0,48,1,50,5,3,4,3,2,1,19,0,70.05
37316,0.666,228,7,0,1,34,1,42,0,50,5,3,4,3,2,2,18,1,295.634139
37320,0.471,132,5,1,1,32,1,33,0,60,5,5,4,3,3,1,18,1,5980.23
37327,0.764,356,3,0,0,32,0,48,0,58,5,11,2,1,7,4,16,1,2436.981571
37349,0.916,386,0,1,0,32,1,50,0,50,6,13,2,1,4,5,7,1,872.7634441
37356,0.75,155,6,1,1,32,1,33,0,100,5,3,5,1,3,2,11,1,1902.25
37357,0.877,188,5,1,1,34,1,38,0,50,3,10,2,1,5,4,3,1,314.5567976
37365,0.881,119,6,1,0,32,1,36,0,85,4,10,2,1,5,4,5,1,2530.0
37486,0.416,364,0,0,1,32,1,50,0,50,5,11,2,1,5,2,12,1,192.9616314
37496,0.767,184,8,1,0,32,0,46,0,95,5,6,5,1,3,4,18,1,6501.0
37516,0.583,142,0,1,1,32,1,33,0,95,5,12,2,1,8,4,13,0,217.37
37562,0.499,425,1,1,0,44,2,57,0,63,2,23,4,3,9,3,2,0,1204.0
37585,0.617,1,2,1,1,10,1,19,0,100,5,5,4,3,4,1,6,1,1418.610272
37588,0.71,700,2,1,0,39,0,81,0,50,5,5,4,3,4,2,15,1,336.2836858
37721,0.249,153,5,1,1,34,1,30,0,51,5,9,2,1,5,4,15,1,325.1610272
37756,0.25,450,1,0,0,39,0,65,0,62,5,0,1,3,2,2,20,1,1204.0
37758,0.753,75,2,0,0,32,1,34,0,95,5,4,4,3,4,1,15,1,1946.35
37794,0.603,119,0,0,1,0,2,28,0,72,5,6,4,3,4,2,5,1,431.5332326
37796,0.583,529,2,1,0,25,3,63,0,53,5,10,4,3,7,2,7,0,925.78
37814,0.375,396,4,1,0,32,1,51,0,75,5,10,4,3,7,5,13,1,2346.0
37826,0.689,157,4,0,0,32,1,35,0,80,5,4,4,3,3,2,19,1,223.360423
37848,0.874,296,0,1,0,32,0,43,0,51,3,11,2,1,5,4,20,1,3089.33
37850,0.677,337,1,1,0,32,2,47,0,50,5,10,4,3,6,2,15,0,928.0
37859,0.598,227,6,0,0,32,1,50,0,100,7,13,4,3,6,3,20,1,663.0
37873,0.833,559,0,1,0,32,2,71,0,95,5,11,4,3,8,5,9,2,2346.0
37951,0.355,136,8,1,1,32,0,31,0,90,5,9,4,3,6,5,14,1,1751.8
37952,0.666,427,4,0,0,32,1,54,0,50,5,5,4,3,4,2,16,1,1204.0
37975,0.269,71,1,1,0,34,2,30,0,95,5,7,2,1,4,2,13,1,2729.39
37989,0.465,149,0,1,0,32,2,30,0,80,5,6,4,3,5,2,16,1,884.7933535
37991,0.142,332,6,1,0,32,1,55,0,50,5,9,4,3,6,5,6,1,401.64
38033,0.416,131,1,1,1,32,0,30,1,57,5,10,4,3,4,2,11,1,121.1356495
38057,0.833,539,5,1,0,39,0,63,0,50,5,5,4,3,3,2,9,1,105.93
38080,0.461,494,4,0,0,39,0,70,1,50,5,7,4,3,7,2,15,1,878.18
38101,0.833,204,1,1,1,32,1,35,0,50,5,15,2,1,8,3,10,0,404.7163142
38104,0.75,49,2,0,1,10,1,22,0,80,5,3,4,3,3,2,17,1,2346.0
38115,0.461,77,0,1,1,32,1,25,0,80,5,5,4,3,4,2,1,1,695.08
38122,0.75,117,5,0,0,32,1,30,0,62,5,6,4,3,6,2,14,1,150.1912387
38126,1.0,399,2,0,0,32,0,51,0,50,5,10,4,3,7,2,16,1,6347.43
38140,0.241,242,8,0,0,32,0,56,1,50,5,5,1,3,3,0,13,1,1326.0
38180,0.749,460,6,1,0,0,2,56,0,50,4,13,5,1,5,3,17,1,1418.610272
38189,0.149,105,7,1,0,32,1,27,0,90,5,6,4,1,4,4,20,1,2466.17855
38193,0.666,179,4,1,0,32,1,33,0,80,1,8,4,3,4,2,12,1,1204.0
38207,0.969,295,8,1,0,0,2,45,0,76,5,3,1,3,2,2,18,1,1204.0
38276,0.128,418,7,0,0,25,3,54,0,50,5,5,4,3,5,2,14,1,5436.0
38309,0.4,282,2,0,0,32,0,44,1,62,6,12,4,3,5,0,17,0,1279.871601
38327,0.333,383,8,1,0,0,1,55,1,50,5,11,4,3,8,3,7,0,781.1075529
38328,0.916,412,3,0,0,32,1,57,1,50,5,7,4,3,6,2,15,1,570.9906344
38346,0.381,506,0,1,0,32,2,60,0,50,5,14,4,3,9,5,16,2,464.28
38364,0.349,217,3,0,0,32,1,48,0,60,3,10,2,1,3,5,18,0,1204.0
38378,0.25,450,1,0,0,39,0,65,0,62,5,0,1,3,2,2,20,1,587.68
38398,0.31,129,7,0,1,34,1,31,0,57,5,1,4,3,2,4,13,1,2854.65861
38417,0.654,128,1,0,0,34,2,29,0,60,5,8,2,1,5,2,17,1,359.7543807
38436,0.756,161,1,1,0,32,2,31,0,50,5,9,2,1,6,4,15,1,1139.24
38444,0.673,619,0,1,0,39,0,72,0,50,2,13,2,1,8,5,18,2,264.9407855
38462,0.262,95,4,0,0,29,2,27,0,100,5,5,4,3,3,2,12,1,2190.69
38495,0.416,367,8,0,1,32,1,54,0,54,5,9,5,1,6,4,19,1,83.39
38500,0.797,42,4,0,1,10,1,22,0,90,5,4,4,3,3,1,7,1,4775.97
38517,0.791,600,7,1,0,39,0,71,0,50,5,7,4,1,4,4,13,1,111332.0
38519,0.982,168,0,1,1,32,0,33,0,51,5,5,4,3,4,1,15,1,726.2365559
38522,0.55,354,6,1,0,39,0,61,0,50,5,9,4,3,7,5,14,1,333.2320242
38529,0.716,529,1,1,1,39,0,62,0,50,5,6,4,3,6,2,15,0,437.72
38596,0.75,106,1,0,1,20,0,27,0,95,5,9,4,3,6,2,16,1,1418.610272
38598,0.249,536,1,0,0,25,2,67,0,50,5,6,2,1,4,2,6,1,1326.0
38608,0.699,267,2,1,0,32,1,41,0,50,5,6,4,3,4,1,15,0,80.58036254
38609,0.17,393,1,1,0,32,2,51,0,50,8,6,2,1,2,4,13,1,404.2332326
38646,0.681,297,4,0,0,32,0,48,0,62,5,5,4,3,2,1,20,1,1205.0
38659,0.871,654,5,1,0,39,0,83,1,50,5,12,4,3,7,5,15,1,1326.0
38699,0.833,100,2,1,1,32,3,28,0,100,8,4,4,1,3,2,15,1,2408.0
38701,0.794,376,0,0,0,32,0,58,0,50,5,11,4,3,7,2,17,1,13167.06
38708,0.583,196,1,1,0,44,2,35,0,68,6,17,2,1,4,3,7,2,3985.84
38758,0.833,66,3,1,1,32,2,27,0,85,6,15,5,3,9,4,16,0,163.48
38765,0.75,528,1,0,0,39,0,64,0,50,5,10,2,1,7,5,10,1,2466.22
38766,0.583,196,1,1,0,44,2,35,0,68,6,17,2,1,4,3,7,2,3985.84
38767,0.25,277,0,1,0,32,2,41,0,50,3,15,4,3,9,3,9,0,2273.60574
38875,0.583,347,4,1,0,32,2,49,0,50,6,18,5,1,4,3,17,0,1406.097281
38887,0.219,1,8,1,1,32,1,19,0,100,5,7,1,3,5,5,14,1,1300.0
38892,1.0,167,4,1,1,32,1,32,0,106,5,5,4,1,4,2,15,1,635.83
38931,0.255,576,0,1,0,0,2,66,0,85,5,6,4,3,4,2,17,0,1669.96
38939,0.749,172,2,0,0,32,2,47,0,50,2,13,5,3,9,5,17,1,270.58
38975,0.583,94,1,0,1,32,2,25,0,76,5,6,4,3,4,2,17,1,1131.33
38983,0.749,172,5,1,0,25,2,37,0,72,5,7,4,3,6,4,3,0,441.51
39002,0.583,172,4,1,0,32,1,32,0,51,5,7,4,3,8,4,15,1,750.12
39012,0.416,105,6,0,1,32,1,41,0,79,2,11,4,3,7,3,18,1,663.0
39060,0.399,160,8,1,0,32,1,46,0,80,8,5,4,1,1,4,9,1,1106.9
39087,0.424,318,2,0,0,32,2,44,0,50,5,4,4,3,4,1,7,1,579.15
39145,0.916,256,3,1,0,32,0,42,0,55,6,16,5,3,9,4,11,0,896.5993958
39174,0.916,597,3,1,0,39,0,73,0,60,7,9,4,3,7,5,11,1,1212.699698
39242,0.583,244,5,1,1,32,0,39,1,80,5,9,4,3,6,4,8,2,1204.0
39249,0.666,718,2,1,0,39,0,81,1,50,5,8,4,3,6,4,16,0,1855.539879
39252,0.749,437,0,0,0,32,2,56,0,50,3,8,2,1,3,4,13,1,857.8821752
39273,0.833,175,3,1,1,32,2,32,0,60,2,16,5,3,9,3,8,0,4275.861027
39280,0.894,49,5,0,1,32,1,30,0,85,5,10,4,3,4,2,17,1,1011.843807
39287,0.166,523,7,1,0,39,0,71,0,50,5,8,4,3,5,5,9,1,3501.163142
39339,0.5,167,4,0,0,32,1,34,0,80,5,9,4,3,7,4,20,0,1404.34
39380,1.0,250,7,1,0,32,0,43,1,50,5,6,4,3,5,4,18,1,1326.0
39395,0.583,175,1,1,1,32,0,32,0,60,5,11,2,1,7,4,12,1,1203.921752
39435,0.166,128,5,0,0,34,1,34,0,80,5,14,2,1,8,3,19,0,1326.0
39443,1.0,384,3,1,0,32,2,52,0,73,5,12,4,3,8,4,17,2,1204.0
39450,0.665,500,6,1,0,30,2,61,0,50,8,6,4,1,1,4,11,1,1418.610272
39463,0.097,446,0,1,1,29,2,57,0,50,5,10,2,1,6,4,18,1,1714.95
39516,0.683,46,0,0,0,32,0,23,0,95,5,9,2,1,5,2,12,0,1657.02
39588,0.753,486,0,0,0,32,2,59,0,100,5,5,4,3,4,1,13,1,826.7175227
39605,1.0,288,2,1,0,32,2,44,0,68,8,4,4,1,3,2,19,1,365.88
39655,0.916,426,3,1,0,34,2,58,0,97,5,16,4,3,9,3,7,1,1326.0
39660,0.4,460,8,1,0,32,0,57,0,50,5,7,1,3,5,5,18,1,251.0021148
39672,0.58,91,1,1,0,32,0,27,0,90,4,11,2,1,5,4,19,1,469.02
39705,0.66,292,2,0,0,32,2,48,0,68,1,9,4,3,8,2,8,1,102.5900302
39724,0.342,403,8,0,1,32,1,53,0,69,5,2,1,3,2,2,20,1,2764.169184
39729,0.166,522,2,0,0,34,1,63,0,74,5,9,4,3,6,4,9,1,2163.26284
39768,0.514,42,2,1,0,32,1,38,0,112,8,9,2,1,0,0,19,0,1204.0
39774,0.749,215,4,0,0,44,1,36,1,50,5,8,4,3,6,2,20,1,2346.0
39794,1.0,633,2,1,0,39,0,81,0,50,5,9,4,3,6,4,16,2,874.64
39795,0.086,70,7,0,0,32,1,31,0,85,5,7,5,1,5,2,4,1,620.61
39821,0.583,287,3,1,0,32,1,54,0,50,5,6,4,3,4,2,18,1,3269.26
39859,0.117,298,0,1,0,0,1,42,0,70,6,17,2,1,6,3,8,2,1660.598792
39900,0.476,339,4,0,0,34,0,52,0,50,5,9,4,3,4,2,19,1,5269.05
39919,0.75,49,2,0,1,10,1,22,0,80,5,3,4,3,3,2,17,1,2346.0
39926,0.333,247,2,0,0,32,1,38,0,90,5,16,4,3,9,3,7,0,1204.0
39947,0.997,629,2,1,0,39,0,74,0,50,5,14,4,3,8,3,15,2,6052.34
39964,0.333,394,4,1,1,32,1,51,0,50,5,6,4,3,5,2,4,1,3338.105438
39970,0.162,84,8,0,1,32,0,43,0,95,5,2,1,3,1,2,18,1,1326.0
40002,0.5,420,0,1,0,0,2,53,0,50,2,15,4,3,9,5,15,2,289.1537764
40008,0.833,430,1,1,0,25,3,57,0,50,5,16,2,1,9,5,12,0,1404.07
40074,0.833,312,3,1,0,32,1,50,0,52,3,9,4,1,3,4,18,0,944.9193353
40094,0.25,178,2,1,0,30,2,33,0,90,7,13,5,3,9,5,16,1,386.1942598
40111,0.274,224,8,1,0,0,0,39,1,132,5,7,4,3,6,4,17,1,1204.0
40123,0.617,209,0,0,1,0,2,35,0,58,1,9,4,3,8,2,8,0,3268.459215
40176,0.689,345,0,0,0,34,1,47,0,68,7,9,2,1,6,4,15,0,1901.067372
40180,0.162,100,7,0,1,32,0,26,0,100,5,4,4,3,2,1,20,1,488.86
40211,0.207,466,5,0,0,25,1,56,0,55,5,6,4,3,4,2,7,1,492.29
40213,0.808,407,0,1,0,32,3,56,0,50,7,18,2,1,9,3,4,0,673.6277946
40225,0.349,134,3,1,1,32,0,31,0,85,5,10,4,3,7,4,18,0,3205.623263
40264,0.433,611,0,1,0,39,0,72,0,50,5,13,2,1,8,5,12,0,296.4706949
40294,0.333,261,1,1,0,32,2,40,0,50,3,13,2,1,6,3,18,0,914.7797583
40316,1.0,250,2,0,0,32,1,61,0,50,5,8,4,3,6,4,8,1,2923.220846
40330,0.833,352,3,0,0,32,0,48,1,50,5,4,4,3,3,2,17,1,1182.13
40335,0.749,172,2,0,0,32,2,47,0,50,2,13,5,3,9,5,17,1,318.8102719
40344,0.883,576,1,1,0,39,0,66,0,50,5,14,2,1,8,5,16,2,14139.97
40359,0.916,93,3,1,0,32,0,27,0,112,6,11,4,3,5,3,19,2,717.2347432
40396,0.75,92,6,0,1,10,1,25,0,90,5,3,4,3,2,1,15,1,211.3776435
40404,0.583,456,6,0,0,29,1,58,0,55,5,0,4,3,1,1,10,1,414.23
40424,0.374,462,8,0,0,20,0,57,0,50,5,0,1,3,1,1,16,1,749.0
40433,0.781,472,6,1,0,32,1,57,0,50,5,8,4,1,4,4,7,1,2978.44
40464,0.249,447,1,1,0,39,0,76,0,50,5,8,2,1,4,2,20,2,723.24
40470,0.25,72,2,1,0,27,2,44,0,90,8,7,4,1,2,4,20,1,848.4797583
40525,0.333,137,2,1,1,0,0,33,0,100,5,9,2,1,5,4,18,1,1204.0
40539,0.184,222,4,0,0,32,1,36,0,72,5,2,4,3,3,1,16,1,318.37
40541,1.0,511,1,1,0,39,0,75,0,52,6,13,2,1,3,3,5,1,1326.0
40572,0.494,314,1,0,0,32,1,53,0,50,5,6,4,3,4,2,16,1,347.7126888
40583,0.396,435,5,1,0,32,1,55,0,58,1,14,4,3,8,3,17,2,4326.52568
40602,0.833,105,2,1,1,34,0,29,0,68,1,8,4,3,7,2,5,1,539.0129909
40631,0.588,125,0,0,0,32,2,29,0,57,5,12,5,3,8,4,16,1,218.4117825
40638,0.583,235,1,0,0,34,1,37,0,53,5,10,4,3,7,5,13,1,1244.323867
40661,0.333,236,2,1,1,25,1,40,0,100,6,14,4,3,6,3,9,0,101.66
40662,0.833,362,5,1,0,0,1,58,1,60,6,11,4,3,4,3,16,1,1326.0
40727,0.804,321,2,1,0,27,2,52,0,56,8,11,2,1,3,0,19,1,146.8685801
40759,0.363,524,0,1,0,38,3,61,0,50,5,9,4,3,5,4,10,1,259.89
40769,0.67,456,3,0,0,32,1,59,0,50,6,12,4,3,5,5,16,1,1326.0
40775,0.5,424,4,1,0,32,3,56,0,50,8,5,4,1,2,4,15,1,322.5
40808,0.705,539,2,1,0,39,0,63,0,50,5,11,4,3,5,2,16,2,1548.229305
40830,0.736,352,0,1,0,0,2,54,0,50,3,14,5,3,8,3,10,1,158.9338369
40854,0.091,435,8,1,0,27,2,54,0,50,8,6,2,1,4,4,3,1,339.0172205
40892,0.75,215,3,1,1,32,1,36,0,60,5,4,4,3,4,2,12,2,1547.003927
40910,0.299,314,4,0,0,34,1,46,0,50,5,12,4,3,7,5,7,1,2346.0
40924,0.438,210,4,0,0,32,1,42,0,60,5,4,4,3,3,2,2,1,128.9120846
40959,0.291,143,2,1,0,32,0,38,0,80,6,12,2,1,7,4,20,1,32066.50695
40975,0.833,326,4,1,0,32,1,56,0,50,6,10,4,3,4,3,19,1,745.0767372
40979,0.583,402,5,0,0,34,1,56,0,50,6,11,4,3,4,3,13,1,677.3039275
40980,0.721,347,8,1,0,0,2,47,0,62,5,11,5,3,7,3,12,1,676.5616314
40992,0.916,313,3,1,0,32,2,52,0,50,3,12,5,1,3,3,15,1,335.5296073
41027,0.499,125,6,1,1,0,2,30,0,76,5,3,4,3,3,2,4,0,2346.0
41048,0.905,317,0,1,0,0,1,45,0,67,3,14,5,3,8,3,19,1,102.5900302
41050,0.249,496,5,1,0,0,2,60,0,55,2,18,4,3,9,3,12,0,508.0722054
41059,0.75,290,1,1,0,34,2,47,0,50,3,12,2,1,5,5,17,1,9978.273716
41079,0.333,38,0,1,1,34,1,23,0,85,5,7,4,3,6,2,20,1,1259.264048
41095,0.666,440,6,1,0,34,2,55,0,58,5,0,4,3,1,1,12,1,928.0
41100,0.916,286,3,1,0,29,2,47,0,50,8,6,4,1,2,4,19,1,1807.267069
41103,0.743,477,0,1,0,44,2,58,0,50,0,11,2,1,6,4,7,0,2186.4
41105,0.583,443,3,0,1,20,0,57,0,50,5,12,4,3,8,5,11,2,1422.84
41108,0.499,415,3,1,0,34,0,56,0,72,5,6,4,1,4,4,16,1,2426.0
41115,0.3,70,3,0,1,32,1,24,0,80,5,3,4,3,3,1,15,1,278.71
41139,0.666,237,1,0,1,32,1,39,1,72,5,4,4,3,3,2,16,1,928.0
41142,0.666,159,8,1,0,32,1,46,0,51,5,7,4,1,3,4,19,1,51.12
41157,0.833,461,3,1,0,27,2,62,0,55,4,13,5,1,5,3,11,1,71.90845921
41174,0.057,366,3,1,0,30,2,55,0,50,6,11,4,3,4,3,17,1,569.1172205
41176,0.916,466,2,1,0,32,2,59,0,50,5,11,2,1,8,5,19,1,2634.125982
41184,0.299,154,1,0,0,20,0,34,1,52,5,6,4,3,4,1,11,0,11953.08761
41185,0.382,464,0,1,0,39,0,60,0,90,5,10,2,1,5,4,19,0,4326.52568
41221,1.0,406,2,0,0,44,2,52,0,69,5,9,4,3,7,2,16,1,933.4785498
41232,0.083,271,5,1,0,32,1,40,0,112,2,20,4,3,9,3,8,2,1204.0
41233,0.499,240,2,1,0,32,1,44,0,58,5,12,4,3,7,3,14,1,378.0761329
41284,0.945,45,1,1,0,32,0,26,0,100,4,11,2,1,4,4,12,0,2346.0
41285,0.749,42,0,1,1,0,2,22,0,100,2,5,5,3,1,1,16,1,79.82
41286,0.583,503,4,0,0,39,0,67,0,54,5,6,4,3,4,2,4,1,3647.74
41300,0.916,466,2,1,0,32,2,59,0,50,5,11,2,1,8,5,19,1,2235.63
41313,0.813,440,4,1,0,32,0,61,0,50,5,8,4,3,7,4,16,2,5673.580967
41355,0.505,314,2,1,0,32,2,44,0,50,5,9,4,3,5,2,16,1,6632.0
41357,0.381,506,0,1,0,32,2,60,0,50,5,14,4,3,9,5,16,2,464.28
41375,0.916,130,0,1,1,32,1,28,0,90,2,2,5,3,1,1,8,1,1041.52
41389,0.833,82,3,0,1,10,1,25,0,100,5,7,2,1,4,2,5,1,79.8
41394,0.75,95,5,0,1,0,1,26,0,118,5,4,4,3,3,2,14,1,1204.0
41402,0.151,49,1,1,1,32,1,25,1,112,5,6,2,1,4,2,19,0,7057.76284
41416,0.143,184,5,1,0,32,2,39,0,59,5,10,4,3,7,5,13,0,4241.691843
41444,0.5,274,2,1,0,29,1,44,0,90,8,9,4,1,1,0,18,1,2228.97
41464,0.749,165,6,1,1,29,2,32,0,67,8,8,4,3,2,0,17,0,1204.0
41489,0.666,239,5,0,1,32,2,38,0,100,7,7,5,1,5,4,15,1,130.4791541
41502,0.408,181,4,0,0,34,1,42,0,64,5,7,4,3,5,4,13,0,3242.8
41515,1.0,461,3,0,1,32,1,56,1,68,5,5,4,3,4,2,16,1,2346.0
41546,0.262,95,4,0,0,29,2,27,0,100,5,5,4,3,3,2,12,1,2190.69
41554,0.833,103,5,1,0,32,1,36,0,85,1,9,1,3,4,4,13,0,2688.372508
41582,0.833,396,2,1,0,32,1,55,0,58,8,5,4,1,4,2,20,0,1326.0
41600,0.767,104,3,0,0,32,1,28,1,66,5,7,2,1,5,2,15,2,569.4117825
41643,1.0,382,5,1,0,32,2,55,0,71,5,17,2,1,9,3,11,2,79.8
41658,0.117,298,0,1,0,0,1,42,0,70,6,17,2,1,6,3,8,2,1409.38
41681,0.777,578,1,1,0,39,0,67,0,50,5,10,4,3,6,4,14,1,487.71
41688,0.569,293,4,1,0,32,1,45,0,93,5,9,4,3,7,5,19,1,5181.662538
41695,1.0,245,7,0,1,32,1,38,0,63,2,11,4,3,8,5,15,1,759.06
41725,0.916,426,3,1,0,34,2,58,0,97,5,16,4,3,9,3,7,1,1326.0
41734,0.583,133,1,1,0,27,2,43,0,139,8,7,4,1,2,4,11,1,2872.567976
41750,0.564,105,5,1,0,32,0,27,1,64,5,12,4,3,8,5,13,0,1326.0
41778,0.916,166,7,1,0,32,0,41,0,64,4,12,5,1,3,3,17,1,387.5138973
41785,0.083,88,1,0,1,32,1,27,0,95,5,8,2,1,5,2,12,0,90.20664653
41845,0.749,124,2,0,1,34,1,28,0,95,5,3,4,3,3,1,14,1,1596.6
41850,0.833,277,6,0,1,27,2,46,0,64,5,4,4,3,3,2,2,1,2862.140483
41869,0.871,47,2,0,1,32,1,23,0,95,1,8,4,3,7,2,19,0,851.69
41889,0.71,181,1,1,0,32,1,33,0,85,5,11,2,1,5,2,15,1,1879.67
41913,0.75,61,4,1,1,10,1,23,0,95,5,10,2,1,5,4,20,1,48.33172205
