rowIndex,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18
15808,0.75,339,2,0,0,32,0,47,0,50,5,5,4,3,5,2,5,1
15809,0.467,431,0,1,0,39,0,65,0,50,5,12,4,3,8,5,15,0
15810,0.25,261,3,1,0,32,2,43,0,68,5,14,4,3,8,3,2,0
15811,0.75,119,1,1,1,32,1,30,1,64,7,8,2,1,3,4,13,1
15812,0.073,308,6,1,0,32,1,47,0,58,5,6,4,3,3,2,13,0
15813,0.416,55,7,0,0,32,0,26,1,90,5,4,4,3,3,2,16,1
15814,0.457,195,3,1,0,32,0,35,0,85,4,11,2,1,5,4,11,1
15815,0.083,231,7,1,0,32,1,38,1,50,5,8,4,1,4,4,7,1
15816,0.166,109,5,0,1,32,0,29,0,60,5,4,4,1,3,2,20,1
15817,0.666,300,8,0,0,32,1,48,0,50,5,10,4,3,8,5,6,0
15818,0.25,442,4,1,0,39,0,76,0,64,5,6,4,3,6,2,17,1
15819,0.415,250,7,1,0,34,0,39,0,76,5,12,4,3,8,3,8,2
15820,0.519,7,7,1,1,10,1,19,0,100,5,6,4,3,4,4,18,1
15821,0.666,197,7,1,1,25,3,34,0,50,5,18,4,3,9,3,14,0
15822,0.628,79,2,0,0,32,1,26,0,76,2,14,5,3,9,4,7,0
15823,0.655,136,4,0,0,32,0,36,0,95,5,10,4,3,4,2,15,1
15824,0.729,390,1,1,0,34,1,51,0,50,5,10,2,1,7,4,16,1
15825,1,270,8,0,1,34,1,41,0,50,8,4,4,1,3,2,16,1
15826,0.25,455,1,1,0,32,2,56,0,100,5,8,4,3,4,2,16,1
15827,0.185,252,3,0,0,32,0,39,0,63,3,16,4,3,8,3,7,2
15828,0.916,173,2,0,0,0,3,33,0,58,5,6,4,3,4,1,17,0
15829,0.666,213,1,1,1,10,1,35,0,53,7,16,2,1,8,5,7,2
15830,0.441,404,2,1,0,44,2,54,0,50,5,11,2,1,5,2,16,2
15831,0.431,224,5,0,0,32,1,42,0,85,8,5,4,3,1,4,11,0
15832,0.775,457,1,0,0,0,2,56,0,50,5,9,4,3,5,2,18,1
15833,0.583,225,8,0,0,32,1,37,0,50,5,3,4,3,2,1,6,1
15834,0.006,433,3,0,0,34,1,54,1,50,5,11,4,3,8,4,6,1
15835,0.249,505,0,1,0,32,1,64,0,50,6,12,4,3,6,5,15,0
15836,0.499,143,1,0,0,32,1,55,0,57,5,10,4,3,8,2,13,0
15837,0.391,126,4,1,0,32,2,28,0,76,5,10,4,3,7,4,15,1
15838,0.083,60,8,0,1,32,0,39,0,95,5,15,4,3,8,5,8,0
15839,0.177,127,7,1,0,32,1,30,0,85,5,3,4,3,3,2,20,1
15840,0.211,229,0,1,0,29,0,39,1,68,3,11,4,3,6,4,18,0
15841,0.469,409,1,1,0,32,1,55,0,50,5,9,4,3,7,5,18,0
15842,0.499,179,3,0,0,32,1,41,0,80,5,6,4,3,6,2,18,0
15843,0.274,385,0,1,0,32,1,51,0,50,5,8,2,1,4,2,17,1
15844,0.916,179,0,0,0,32,1,38,0,72,6,11,4,3,6,5,17,1
15845,0.75,358,0,0,0,32,2,49,0,50,5,6,4,3,4,1,3,1
15846,0.5,85,6,1,1,32,1,32,0,125,5,10,2,1,5,4,19,1
15847,0.502,260,0,0,0,32,1,45,0,50,5,7,2,1,3,2,13,1
15848,0.106,17,2,1,1,10,1,20,0,100,5,4,4,3,4,1,8,1
15849,0.736,322,8,1,0,28,2,45,0,50,8,12,4,1,1,0,1,1
15850,0.166,155,5,0,0,32,1,38,0,85,7,6,4,3,1,4,14,1
15851,0.333,114,0,1,0,32,1,27,0,68,5,10,4,3,7,4,18,0
15852,0.05,138,1,1,0,32,1,31,1,57,4,11,2,1,5,5,19,1
15853,0.319,111,7,1,0,32,1,27,0,76,5,3,4,3,2,2,11,1
15854,0.102,85,1,1,1,10,1,26,0,68,5,5,4,3,4,2,13,1
15855,0.166,421,5,0,0,34,1,53,0,50,5,7,4,3,5,4,19,1
15856,0.514,355,5,0,0,32,1,48,0,75,5,4,4,3,3,2,16,1
15857,0.416,624,4,1,0,25,1,73,0,50,5,7,4,3,5,4,2,1
15858,0.549,197,5,1,0,32,1,38,0,77,5,10,4,3,6,2,2,1
15859,0.249,143,6,1,1,32,1,30,0,72,5,8,4,3,5,4,15,1
15860,0.307,475,2,1,0,25,3,58,0,50,6,17,2,1,6,3,7,0
15861,1,188,0,1,0,25,2,36,0,62,7,16,2,1,8,3,17,2
15862,0.35,240,4,1,0,32,2,39,0,50,5,21,4,3,9,3,16,2
15863,0.25,167,7,1,0,32,1,32,0,50,1,11,4,3,5,4,9,1
15864,0.082,255,2,1,0,32,0,39,0,54,5,11,4,3,7,2,3,1
15865,0.583,308,0,0,0,20,0,51,0,50,4,12,2,1,6,4,8,0
15866,0.226,603,8,1,0,34,0,72,1,50,5,6,1,3,4,0,17,1
15867,0.002,348,1,1,0,25,1,53,0,54,1,12,4,3,8,4,19,0
15868,0.083,431,2,0,0,0,3,55,0,50,5,5,4,3,3,2,16,1
15869,0.577,202,6,1,0,32,1,35,0,50,5,9,5,1,5,4,20,1
15870,0.558,2,4,0,1,10,1,25,0,100,5,5,4,3,3,2,19,1
15871,0.25,564,2,0,0,39,0,66,0,50,2,13,5,3,9,5,7,0
15872,0.083,255,3,1,0,32,0,42,0,58,6,16,5,3,9,4,11,0
15873,0.592,280,3,0,0,32,1,44,0,53,4,14,4,3,6,3,7,1
15874,0.666,312,8,1,1,32,0,48,0,60,8,9,4,1,0,0,10,1
15875,0.15,776,5,1,0,39,0,82,0,50,5,9,4,3,7,5,17,1
15876,0.913,66,4,1,1,32,1,23,0,106,5,5,4,3,4,2,10,1
15877,0.502,249,7,1,1,32,1,39,1,50,5,5,4,3,2,1,15,1
15878,0.333,320,2,1,0,32,2,46,0,60,5,5,4,3,3,2,7,0
15879,0.224,455,1,0,0,0,2,56,0,50,5,9,4,3,5,2,18,1
15880,0.416,182,2,1,1,32,0,33,0,57,5,11,2,1,7,4,12,1
15881,0.75,432,7,1,0,32,1,56,1,50,4,13,5,3,7,3,17,1
15882,0.499,396,7,1,0,32,1,51,0,50,5,18,4,3,9,3,16,1
15883,0.45,293,6,1,0,32,1,45,1,50,5,7,4,3,5,4,10,1
15884,0.666,106,8,0,1,32,0,27,1,80,5,6,1,3,3,4,15,1
15885,0.205,633,7,0,0,39,0,77,0,50,5,4,4,3,3,2,19,1
15886,0.083,201,0,1,0,32,1,35,0,50,3,11,4,3,7,4,20,1
15887,0.916,121,3,1,0,32,2,28,0,76,5,11,2,1,7,3,16,1
15888,0.028,70,3,1,1,10,1,24,0,72,5,7,4,3,7,2,14,1
15889,0.083,569,0,1,0,39,0,67,0,50,5,18,2,1,9,3,18,2
15890,0.833,102,3,0,1,32,0,32,0,90,5,4,4,3,3,2,16,0
15891,0.399,233,7,0,1,32,1,38,0,50,5,2,4,3,2,2,16,0
15892,0.583,544,1,0,1,39,0,68,0,100,1,10,4,3,6,4,17,1
15893,0.385,388,2,1,1,34,0,54,0,50,5,3,4,3,4,2,14,1
15894,0.797,398,3,1,0,39,0,77,0,50,5,8,4,3,7,4,15,1
15895,1,258,3,1,0,32,1,39,0,50,6,17,2,1,6,3,7,0
15896,0.27,99,2,1,1,32,1,26,0,90,5,7,2,1,5,2,15,1
15897,0.833,503,0,0,0,32,1,61,0,50,5,11,2,1,8,4,7,1
15898,0.666,50,3,1,1,10,1,22,0,90,5,3,4,3,3,1,3,1
15899,0.047,392,0,0,1,44,2,51,0,57,5,10,4,3,4,2,8,1
15900,0.166,500,1,1,1,39,0,59,0,50,6,10,2,1,3,4,16,0
15901,0.864,520,0,1,0,39,0,68,0,50,5,9,4,3,6,4,14,1
15902,0.416,550,5,0,0,39,0,65,0,90,5,4,4,3,3,1,8,1
15903,0.557,334,0,1,0,25,1,46,0,50,6,16,2,1,6,3,7,0
15904,0.311,378,5,0,0,4,2,49,0,50,5,8,4,3,6,2,6,1
15905,0.666,156,1,1,1,32,1,31,0,80,5,11,2,1,6,4,17,1
15906,0.249,224,4,1,1,32,1,37,0,57,5,4,4,3,4,2,12,2
15907,0.277,205,6,1,0,34,2,41,0,76,5,20,4,3,9,3,19,1
15908,0.267,88,2,0,1,10,1,25,0,68,2,4,5,3,1,1,5,1
15909,0.589,401,8,0,0,29,2,60,0,100,5,7,4,1,4,2,9,1
15910,0.531,224,6,0,0,32,1,38,0,80,5,4,4,3,3,2,9,1
15911,0.749,446,6,1,0,32,0,56,0,50,5,9,4,3,7,3,20,1
15912,0.916,153,2,1,0,32,2,30,0,76,5,11,4,3,5,2,2,1
15913,0.893,493,8,1,0,32,1,62,1,50,5,6,4,3,6,2,20,1
15914,0.416,130,3,1,0,32,1,29,0,100,5,5,4,3,3,2,15,1
15915,0.583,415,8,1,0,25,3,56,0,108,7,12,5,1,6,3,17,1
15916,0.334,60,8,1,0,32,0,31,0,86,5,4,1,3,3,2,12,1
15917,0.23,322,0,1,0,32,1,45,0,65,6,18,2,1,8,3,8,0
15918,0.833,211,2,1,0,32,1,35,0,80,5,10,5,3,9,4,11,1
15919,0.833,113,7,1,1,32,1,31,0,80,5,1,4,3,2,2,12,0
15920,0.5,396,6,0,0,32,1,54,0,50,5,4,4,3,4,2,17,1
15921,0.39,491,1,1,0,39,0,59,0,50,6,17,2,1,7,3,12,0
15922,0.666,97,4,0,0,32,1,26,0,72,5,4,4,3,3,4,17,1
15923,0.192,230,7,1,1,27,1,37,0,60,5,5,5,1,4,2,11,1
15924,0.097,686,2,1,0,39,0,79,0,50,5,8,4,3,6,4,20,1
15925,0.583,233,7,0,0,32,1,38,0,85,5,11,4,3,8,5,19,1
15926,0.27,237,0,1,0,0,2,38,0,50,5,10,4,3,8,2,7,0
15927,0.02,339,4,1,0,32,2,46,0,50,5,14,2,1,7,3,9,1
15928,0.661,389,8,0,0,39,0,75,1,50,2,2,4,3,2,2,15,1
15929,0.5,330,6,1,0,32,2,50,0,50,3,9,4,3,4,4,18,1
15930,0.25,426,2,1,0,0,2,58,0,50,5,12,2,1,7,5,13,1
15931,0.719,401,3,1,0,0,2,56,0,50,5,15,5,3,9,5,16,2
15932,0.666,240,8,0,0,32,0,38,0,50,2,3,1,3,3,2,16,2
15933,0.499,578,6,0,0,39,0,67,0,50,2,15,4,3,9,5,15,2
15934,0.166,270,1,1,0,25,2,41,0,50,5,8,2,1,5,2,20,1
15935,0.322,311,2,0,1,32,1,44,0,50,5,6,4,3,6,2,11,1
15936,0.249,167,1,1,0,27,2,32,0,63,2,2,5,3,1,1,17,1
15937,0.5,87,1,1,1,32,1,25,0,72,5,7,4,3,7,2,14,1
15938,0.099,140,3,1,1,32,2,29,0,54,5,7,4,3,7,2,16,0
15939,0.333,119,5,1,1,32,2,28,0,95,5,7,4,3,5,4,16,1
15940,0.25,215,5,0,1,32,0,46,0,90,5,3,4,3,3,1,20,0
15941,0.17,225,1,1,0,23,1,36,0,68,5,10,2,1,6,2,12,1
15942,0.064,106,0,1,1,32,0,32,0,100,1,9,5,3,5,1,2,0
15943,0.5,124,0,1,1,32,1,28,0,118,7,6,4,3,4,2,13,1
15944,0.681,122,7,1,1,32,1,29,0,58,5,11,4,3,7,5,2,1
15945,0.531,291,7,0,0,34,1,45,0,50,5,7,4,3,5,4,14,1
15946,0.39,124,2,1,1,32,0,29,0,72,6,10,4,3,4,5,17,1
15947,0.519,166,1,1,0,32,1,32,0,50,5,8,4,3,5,4,15,1
15948,0.844,585,3,1,0,39,0,69,0,56,5,10,2,1,5,4,10,1
15949,0.411,293,2,1,0,32,1,45,0,100,5,8,4,3,6,2,15,1
15950,0.458,459,7,1,0,32,1,56,0,50,5,9,4,3,5,5,11,1
15951,0.807,190,2,0,0,32,1,36,0,58,4,10,2,1,5,4,17,1
15952,1,384,2,1,0,32,2,56,0,50,5,9,2,1,5,4,15,1
15953,0.871,476,0,1,0,39,0,66,0,50,5,12,2,1,7,5,12,0
15954,0.005,195,7,0,0,34,0,38,0,57,5,13,5,1,7,3,13,0
15955,0.267,619,1,1,1,39,0,69,0,50,7,9,2,1,6,2,11,2
15956,0.673,384,8,1,0,34,0,50,1,50,5,11,1,3,6,3,14,1
15957,0.583,77,8,0,0,20,0,25,0,100,8,13,5,1,0,0,18,1
15958,0.116,74,7,0,1,10,1,25,0,100,5,3,4,3,2,1,11,1
15959,0.25,283,6,0,1,34,1,41,0,50,5,6,4,3,3,4,13,0
15960,0.833,213,3,1,0,32,1,37,1,85,5,5,4,3,3,2,9,1
15961,0.538,422,1,1,0,32,2,55,0,50,5,14,5,3,8,3,7,1
15962,0.431,145,2,0,0,32,1,30,1,95,3,16,4,3,8,3,15,0
15963,0.083,211,8,1,0,34,1,35,0,64,5,2,1,3,2,2,16,1
15964,0.499,287,5,1,0,27,2,59,0,76,5,6,4,1,4,2,13,1
15965,1,175,8,1,0,32,2,33,0,68,1,10,4,3,6,2,6,1
15966,0.26,545,8,1,0,39,0,65,0,50,5,7,1,3,5,4,15,1
15967,0.333,453,1,0,0,20,0,61,0,50,5,9,4,3,7,2,16,1
15968,0.222,587,1,1,0,39,0,68,0,50,5,10,4,3,6,4,14,1
15969,0.622,599,3,1,0,39,0,71,0,50,4,9,4,3,6,4,17,0
15970,0.057,141,6,0,0,34,0,41,1,51,5,4,4,3,2,2,19,1
15971,0.027,654,5,1,0,39,0,87,0,59,5,8,4,3,6,4,17,1
15972,0.249,253,2,1,0,32,2,40,0,76,0,11,2,1,6,4,8,1
15973,0.249,537,2,0,0,39,0,65,0,62,5,10,2,1,7,5,10,1
15974,0.062,240,5,0,0,32,1,39,0,54,5,5,4,3,3,2,20,1
15975,0.83,144,5,0,0,32,1,32,0,125,5,11,4,3,5,2,7,1
15976,0.419,352,0,0,0,32,2,54,0,68,3,11,4,3,7,4,20,1
15977,0.726,544,7,1,0,39,0,67,0,66,5,6,4,3,4,4,17,1
15978,0.083,374,5,0,0,32,0,51,1,50,5,12,5,3,8,4,6,1
15979,0.166,294,5,1,0,32,1,42,0,50,5,6,4,3,4,2,17,1
15980,0.23,665,5,0,0,39,0,84,1,76,5,5,4,3,4,2,13,1
15981,0.833,51,4,0,1,10,1,23,0,95,5,4,4,3,3,2,16,1
15982,0.822,478,0,1,0,32,2,57,0,50,6,16,2,1,9,5,2,0
15983,0.057,213,6,1,0,32,0,36,0,50,5,15,4,3,9,5,16,1
15984,0.628,623,5,1,1,39,0,70,0,50,5,11,4,3,5,2,15,1
15985,0.5,85,4,0,1,32,1,26,0,100,5,6,4,1,4,2,15,1
15986,0.5,374,0,1,0,32,2,49,0,51,4,12,2,1,6,4,7,1
15987,0.269,71,1,1,0,34,2,30,0,95,5,7,2,1,4,2,13,1
15988,0.916,80,2,0,1,32,1,25,1,85,5,3,4,3,4,2,16,1
15989,0.761,151,8,1,0,34,1,31,0,60,5,8,1,3,5,5,13,1
15990,0.5,58,7,0,0,32,1,22,0,85,5,6,5,1,4,2,20,1
15991,0.249,279,8,1,0,34,1,44,1,64,5,13,5,1,7,3,11,0
15992,0.627,158,3,1,0,32,1,45,0,60,5,6,4,1,4,2,13,1
15993,0.583,360,8,1,0,27,2,49,0,50,5,15,5,1,7,3,18,0
15994,0.5,308,2,0,1,0,2,45,0,50,5,8,4,3,6,4,13,1
15995,0.499,289,2,0,0,32,1,51,0,118,5,3,4,3,4,2,20,1
15996,0.805,397,5,0,0,29,0,52,1,50,5,12,5,1,7,3,15,1
15997,0.739,516,0,1,0,39,0,61,0,50,3,11,4,3,6,4,16,1
15998,0.987,497,6,1,0,32,2,59,0,76,5,17,4,3,8,3,12,0
15999,0.583,395,8,1,0,39,0,66,0,50,5,7,1,3,6,5,16,1
16000,0.249,343,5,0,1,32,0,49,1,90,5,4,4,3,4,2,15,1
16001,0.751,282,3,0,0,32,0,42,0,56,6,17,4,3,2,3,16,0
16002,0.083,43,7,0,1,10,1,24,0,100,5,5,4,3,5,2,20,1
16003,0.728,480,5,0,0,39,0,68,0,50,5,8,4,3,5,5,6,1
16004,0.127,437,2,1,0,34,1,55,1,50,5,3,4,3,4,2,16,1
16005,0.25,103,4,1,1,32,2,26,0,85,5,5,4,3,3,2,14,1
16006,0.692,496,3,0,0,39,0,74,1,50,5,4,4,3,4,1,15,1
16007,0.077,348,1,1,0,25,1,53,0,54,1,12,4,3,8,4,19,0
16008,0.666,341,2,1,1,29,1,47,0,50,4,13,2,1,5,3,5,0
16009,0.183,250,8,0,0,32,1,41,0,54,5,5,4,3,3,2,13,0
16010,0.214,430,2,0,0,20,0,62,0,50,5,6,4,3,4,2,5,1
16011,0.181,32,8,1,0,32,0,31,0,100,5,13,4,1,5,5,18,1
16012,0.333,67,6,0,1,10,1,23,0,95,5,6,4,1,3,2,7,1
16013,0.083,141,1,1,1,32,1,29,0,112,2,2,5,3,1,1,8,1
16014,0.25,89,1,1,1,10,1,28,0,100,5,4,4,3,4,1,15,1
16015,0.358,135,0,0,1,32,0,29,0,57,7,8,4,3,7,2,5,1
16016,0.416,583,1,0,0,20,0,68,0,50,5,8,2,1,5,4,13,1
16017,0.416,312,8,1,0,20,0,44,0,95,5,8,4,1,3,4,10,1
16018,0.758,114,1,0,0,32,0,33,0,60,5,7,4,3,7,2,16,2
16019,0.416,340,7,0,0,32,2,46,0,51,5,3,4,3,3,2,19,0
16020,0.627,133,2,0,1,34,1,29,0,57,5,7,2,1,5,2,15,0
16021,0.661,94,6,0,1,32,0,26,0,76,5,8,4,3,6,4,13,1
16022,0.02,39,8,0,1,32,1,25,0,85,5,6,4,3,3,2,17,1
16023,0.333,193,5,1,1,32,2,34,0,50,2,18,4,3,9,3,7,2
16024,0.083,138,1,1,1,32,1,29,0,118,5,5,4,3,3,2,20,1
16025,0.032,174,8,1,1,32,1,33,0,100,6,12,5,1,3,3,15,1
16026,0.499,214,6,0,0,0,2,39,0,63,5,3,4,3,2,1,6,1
16027,0.166,22,4,1,1,10,1,20,0,95,5,3,4,3,3,1,13,1
16028,0.43,238,2,1,0,32,0,45,1,72,6,11,4,3,4,3,13,1
16029,0.169,194,1,0,1,32,2,36,0,100,5,6,4,3,7,2,12,1
16030,0.292,135,4,0,1,10,1,29,0,76,6,11,4,3,6,5,16,1
16031,0.023,614,7,1,0,39,0,75,0,52,5,16,4,3,9,3,14,0
16032,0.749,408,8,0,0,32,1,55,1,50,5,3,1,3,2,2,12,1
16033,0.482,150,1,1,0,32,1,37,0,90,4,11,2,1,6,5,7,1
16034,0.25,150,3,1,0,34,1,33,0,68,5,9,2,1,6,4,20,0
16035,0.416,459,3,0,0,32,1,57,0,50,5,5,4,3,4,2,15,1
16036,0.333,481,6,1,0,32,0,58,1,50,5,4,4,3,2,1,16,1
16037,0.684,431,4,1,1,32,2,53,0,50,1,5,5,3,1,1,3,1
16038,0.249,308,4,1,0,32,2,49,0,50,5,5,4,3,4,2,20,1
16039,0.247,320,4,1,0,34,1,45,0,50,4,13,4,3,6,3,8,0
16040,0.833,320,2,1,0,29,0,50,0,50,5,9,4,3,7,2,16,2
16041,0.25,301,2,0,0,29,2,62,0,50,8,9,4,3,2,0,11,0
16042,0.166,292,8,1,0,32,1,45,0,50,8,5,4,1,1,4,18,1
16043,0.174,116,7,0,0,32,1,28,0,60,5,5,4,3,3,4,19,1
16044,0.416,253,1,1,0,32,1,39,0,57,4,11,2,1,5,5,4,0
16045,0.52,420,6,1,1,32,2,53,0,50,5,7,4,3,5,4,8,1
16046,0.244,424,6,0,0,39,0,64,1,54,5,7,4,3,4,4,14,1
16047,0.135,413,8,1,1,32,0,60,0,62,5,2,1,3,1,1,12,1
16048,0.666,210,4,1,0,0,2,36,0,60,3,10,4,3,6,4,14,1
16049,0.356,388,7,0,0,32,1,54,0,67,5,3,4,3,2,1,6,1
16050,0.083,201,0,1,0,32,1,35,0,50,3,11,4,3,7,4,20,1
16051,0.991,584,8,1,0,39,0,79,0,50,5,12,4,3,8,3,12,0
16052,0.486,357,0,0,0,32,2,54,0,64,3,11,4,3,7,4,20,1
16053,0.333,135,8,0,1,10,1,30,0,54,5,3,4,3,2,1,14,1
16054,0.083,519,4,1,0,32,0,61,0,50,5,9,4,3,7,5,10,1
16055,0.009,101,8,0,1,32,0,27,0,64,5,2,1,3,2,2,15,1
16056,0.166,51,2,1,0,34,1,27,0,118,5,8,2,1,6,2,12,1
16057,0.249,375,7,0,0,32,1,49,1,50,5,3,4,3,2,1,8,1
16058,0.086,297,2,1,0,34,2,43,0,50,5,10,2,1,6,4,8,1
16059,0.243,120,1,0,0,32,1,29,0,72,5,8,2,1,5,2,6,1
16060,0.246,294,6,0,0,39,0,79,0,50,5,4,4,3,2,1,2,1
16061,0.143,119,6,1,0,32,0,28,0,60,5,14,4,3,9,5,14,2
16062,0.718,471,2,1,0,32,1,60,0,50,5,7,4,3,7,2,15,1
16063,0.43,142,4,1,0,32,1,30,0,54,5,7,4,3,6,4,14,1
16064,0.67,143,0,0,0,32,1,30,1,67,5,8,4,3,6,2,16,1
16065,0.833,454,4,0,0,32,1,56,0,50,5,5,4,3,5,1,16,1
16066,0.083,243,8,0,1,32,1,44,0,95,7,8,4,1,2,4,14,1
16067,0.503,272,5,0,1,39,0,71,0,56,5,6,4,3,4,2,12,1
16068,0.916,145,0,1,0,0,2,30,0,53,6,17,2,1,4,3,17,2
16069,0.181,134,8,0,0,32,1,29,1,57,5,8,4,1,4,5,20,1
16070,0.378,547,3,0,0,39,0,81,0,50,5,12,4,3,8,3,15,0
16071,0.219,341,0,1,0,0,2,47,0,60,5,14,2,1,8,5,17,1
16072,0.598,98,4,0,0,32,0,30,0,118,5,3,4,3,3,2,13,1
16073,0.25,535,1,0,0,39,0,75,0,50,5,17,4,3,9,3,17,0
16074,0.302,348,4,1,0,32,1,62,0,100,2,14,4,3,9,3,7,0
16075,0.617,146,4,1,1,32,1,31,1,95,5,10,4,3,6,5,15,0
16076,0.423,220,0,1,1,32,0,37,0,90,7,14,4,3,8,5,17,0
16077,0.749,238,3,0,0,34,1,41,0,61,5,4,4,3,4,1,12,1
16078,0.345,514,0,1,0,32,1,61,0,50,5,7,4,3,4,2,15,1
16079,0.057,560,3,1,0,39,0,65,0,58,5,4,4,3,2,1,16,2
16080,0.002,160,8,1,1,32,1,32,0,90,5,5,4,3,4,2,20,1
16081,0.476,209,1,1,0,32,2,48,0,50,8,5,4,1,1,0,18,1
16082,0.78,157,0,1,1,32,1,31,0,51,2,4,5,3,1,1,5,1
16083,0.628,146,3,0,1,32,1,31,0,90,5,3,4,3,3,1,18,2
16084,0.416,376,6,1,0,32,2,64,0,50,5,15,4,3,9,3,16,2
16085,0.333,447,4,1,0,44,2,55,0,69,5,17,4,3,9,3,7,2
16086,0.633,658,8,1,0,39,0,75,0,61,5,14,4,3,8,3,15,2
16087,0.169,408,5,1,0,32,1,52,0,50,5,3,4,3,3,2,13,1
16088,0.019,228,2,0,1,34,0,37,0,72,5,2,4,3,3,2,7,2
16089,0.749,418,1,0,1,32,1,54,0,50,5,7,4,3,6,2,16,1
16090,0.166,427,0,1,0,32,1,53,0,51,5,5,4,3,3,2,20,2
16091,0.25,426,2,1,0,0,2,58,0,50,5,12,2,1,7,5,13,1
16092,0.166,130,4,0,1,32,1,42,0,90,5,3,4,3,3,1,14,1
16093,0.097,130,2,1,0,32,1,59,0,80,5,13,2,1,8,5,12,1
16094,0.583,396,5,0,0,32,1,54,0,50,5,6,4,3,6,2,3,1
16095,0.75,129,1,1,1,32,1,28,0,60,5,10,4,3,8,4,17,1
16096,0.263,118,7,0,0,34,0,41,0,64,5,10,4,3,5,5,12,2
16097,0.054,188,3,1,0,32,2,33,0,50,1,20,4,3,9,3,16,1
16098,0.439,157,8,1,1,32,1,44,0,90,5,6,1,3,5,2,16,2
16099,0.61,287,8,1,0,32,1,43,0,64,5,0,1,3,0,0,2,1
16100,0.583,562,2,1,0,32,2,64,0,50,5,16,4,3,9,3,17,2
16101,0.177,552,6,0,0,39,0,83,0,50,5,6,4,3,4,2,7,1
16102,0.246,446,1,1,0,25,3,57,0,50,7,12,2,1,7,5,18,1
16103,0.057,136,4,1,0,32,1,29,0,68,2,14,5,3,9,4,14,1
16104,0.445,207,2,1,0,32,2,35,0,50,5,10,4,3,7,4,12,1
16105,0.293,111,2,1,0,32,1,28,0,64,5,12,2,1,8,5,17,0
16106,0.25,159,0,1,0,32,0,33,0,51,5,9,4,3,7,4,20,1
16107,1,486,5,1,0,44,2,58,0,50,5,4,4,3,2,1,16,1
16108,0.5,333,0,0,0,32,0,52,0,64,5,6,4,3,4,2,15,1
16109,0.499,367,3,1,0,32,2,48,0,50,5,17,4,3,9,5,1,0
16110,0.764,356,3,0,0,32,0,48,0,58,5,11,2,1,7,4,16,1
16111,0.292,96,8,0,0,10,1,25,0,85,5,12,4,3,8,5,3,1
16112,0.499,444,7,1,0,39,0,78,1,50,5,8,5,1,6,4,10,1
16113,0.913,66,4,1,1,32,1,23,0,106,5,5,4,3,4,2,10,1
16114,0.9,105,4,0,1,32,1,39,0,106,5,4,4,3,2,1,16,1
16115,0.916,184,5,1,1,32,1,33,1,85,5,7,4,3,4,4,17,1
16116,0.053,285,5,0,1,32,1,43,0,50,5,5,4,3,3,2,16,1
16117,0.185,336,2,1,0,32,2,50,0,50,3,12,4,3,6,3,16,0
16118,0.549,189,8,1,1,0,1,33,0,54,5,13,4,3,8,5,7,1
16119,1,331,2,1,0,0,2,46,0,50,6,13,5,1,4,3,8,1
16120,0.997,26,3,0,1,32,1,25,0,118,5,7,4,1,4,4,20,1
16121,0.933,122,3,1,1,32,1,28,0,76,5,12,2,1,7,4,15,1
16122,0.749,401,3,1,0,44,2,52,0,50,2,11,4,3,8,4,17,1
16123,0.075,110,3,1,0,6,2,27,0,72,5,6,2,1,4,2,13,1
16124,0.833,353,6,0,0,20,0,49,0,50,3,9,4,3,4,4,16,1
16125,0.249,374,1,1,0,0,2,55,0,50,5,5,4,3,4,2,16,1
16126,0.916,296,6,0,0,32,0,44,0,112,5,2,4,3,3,2,3,1
16127,0.916,242,7,1,0,32,2,38,0,50,5,11,4,3,6,3,16,1
16128,0.198,168,3,0,1,32,2,32,0,64,5,5,4,3,2,1,7,1
16129,0.284,114,0,0,1,32,0,28,0,90,2,3,5,3,1,1,5,1
16130,0.37,375,2,1,0,32,1,52,0,50,2,13,2,1,8,5,15,0
16131,0.166,126,3,1,1,32,1,30,0,64,5,9,2,1,5,4,15,1
16132,0.249,165,8,1,1,32,1,31,0,57,5,1,1,3,0,2,20,2
16133,0.583,181,8,1,1,34,1,33,0,72,5,8,4,1,4,4,20,1
16134,0.311,322,0,0,0,32,0,49,0,58,5,7,4,3,6,2,15,1
16135,0.5,649,0,1,0,39,0,79,0,50,5,5,4,3,4,2,16,1
16136,0.923,523,1,0,0,39,0,75,1,50,5,5,4,3,4,2,15,1
16137,0.666,269,1,1,0,32,2,40,0,50,3,14,2,1,6,3,2,1
16138,0.333,72,6,0,1,32,1,26,0,80,5,5,4,3,4,2,14,1
16139,0.5,451,1,1,0,32,0,60,0,50,3,13,2,1,5,3,18,2
16140,0.665,289,1,1,0,34,1,57,0,50,4,10,4,3,5,4,16,0
16141,0.105,408,0,1,0,34,0,54,0,50,7,7,4,3,5,2,15,1
16142,0.75,52,2,0,1,32,1,27,0,85,5,6,4,3,6,2,13,1
16143,0.416,678,5,0,0,39,0,77,0,50,5,3,4,3,4,2,16,1
16144,0.494,277,0,0,1,32,2,46,0,57,5,6,4,3,5,2,17,1
16145,0.01,112,6,1,0,32,0,28,1,64,5,12,4,3,8,5,13,0
16146,0.225,137,7,1,1,32,0,35,1,148,5,5,4,1,3,2,14,1
